file,dataset,subject_id,fs,window_idx,t_start_s,t_end_s,label,n_peaks,hr_mean,rr_gap_s,rr_ratio,template_r_median,rule1_hr,rule2_gap,rule3_ratio,reason
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,23,115.0,125.0,excellent,16,94.54,0.65,1.066,0.999,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,24,120.0,130.0,excellent,16,92.02,0.68,1.097,0.999,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,25,125.0,135.0,excellent,15,90.71,0.68,1.062,0.9994,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,26,130.0,140.0,excellent,14,89.24,0.7,1.061,0.9992,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,27,135.0,145.0,excellent,15,88.61,0.7,1.077,0.9985,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,28,140.0,150.0,excellent,14,89.66,0.69,1.078,0.9979,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,29,145.0,155.0,excellent,14,87.35,0.74,1.156,0.9951,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,30,150.0,160.0,excellent,14,83.78,0.74,1.072,0.9987,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,31,155.0,165.0,excellent,14,84.05,0.74,1.072,0.9993,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,32,160.0,170.0,excellent,14,83.6,0.76,1.101,0.999,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,33,165.0,175.0,excellent,14,83.16,0.76,1.101,0.9979,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,34,170.0,180.0,excellent,14,81.93,0.75,1.056,0.997,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,35,175.0,185.0,excellent,14,80.83,0.76,1.056,0.9989,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,36,180.0,190.0,excellent,14,81.42,0.76,1.134,0.9966,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,37,185.0,195.0,excellent,14,84.51,0.76,1.152,0.9946,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,38,190.0,200.0,excellent,14,83.87,0.74,1.121,0.9946,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,39,195.0,205.0,excellent,14,82.11,0.74,1.042,0.9991,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,40,200.0,210.0,excellent,13,81.73,0.75,1.056,0.9982,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,41,205.0,215.0,excellent,13,83.43,0.75,1.103,0.9982,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,42,210.0,220.0,excellent,15,87.14,0.74,2.0,0.9969,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,43,215.0,225.0,excellent,14,89.45,0.74,2.0,0.9975,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,44,220.0,230.0,excellent,15,89.84,0.74,2.0,0.9976,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,45,225.0,235.0,excellent,15,89.94,0.73,1.973,0.9949,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,46,230.0,240.0,excellent,15,91.6,0.73,1.659,0.9907,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,47,235.0,245.0,excellent,15,91.7,0.77,1.925,0.9939,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,48,240.0,250.0,excellent,15,88.05,0.73,1.825,0.9972,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,49,245.0,255.0,excellent,14,82.02,0.8,1.176,0.9973,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,50,250.0,260.0,excellent,12,76.57,0.82,1.079,0.9989,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,51,255.0,265.0,excellent,12,74.16,0.83,1.064,0.9982,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,52,260.0,270.0,excellent,13,74.77,0.83,1.078,0.9995,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,53,265.0,275.0,excellent,13,77.34,0.79,1.053,0.9986,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,54,270.0,280.0,excellent,14,82.89,0.79,1.162,0.9934,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,55,275.0,285.0,excellent,15,86.69,0.71,1.044,0.9985,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,56,280.0,290.0,excellent,14,89.66,0.74,1.321,0.9986,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,57,285.0,295.0,excellent,14,87.35,0.75,1.339,0.9978,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,58,290.0,300.0,excellent,15,87.5,0.75,1.154,0.9913,True,True,True,all_pass
S13_01_20260505_194040_cleaned.csv,BP-protocol,S13,100,59,295.0,305.0,excellent,17,97.56,0.68,2.061,0.9968,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,0,0.0,10.0,excellent,13,76.76,0.8,1.067,0.9989,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,1,5.0,15.0,excellent,13,76.35,0.8,1.026,0.9998,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,2,10.0,20.0,excellent,13,77.5,0.79,1.053,0.9996,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,3,15.0,25.0,excellent,13,78.77,0.77,1.027,0.9993,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,4,20.0,30.0,excellent,13,78.43,0.78,1.04,0.9988,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,5,25.0,35.0,excellent,13,77.92,0.79,1.053,0.9994,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,6,30.0,40.0,excellent,13,76.92,0.81,1.08,0.9995,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,7,35.0,45.0,excellent,13,76.68,0.81,1.066,0.9995,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,8,40.0,50.0,excellent,12,76.74,0.79,1.026,0.9997,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,9,45.0,55.0,excellent,13,78.18,0.79,1.068,0.9992,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,10,50.0,60.0,excellent,14,81.93,0.78,1.114,0.9981,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,11,55.0,65.0,excellent,14,83.33,0.75,1.071,0.9992,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,12,60.0,70.0,excellent,14,82.8,0.75,1.071,0.9981,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,13,65.0,75.0,excellent,14,84.87,0.73,1.058,0.9986,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,14,70.0,80.0,excellent,14,86.28,0.72,1.043,0.9985,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,15,75.0,85.0,excellent,14,84.97,0.73,1.058,0.9983,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,16,80.0,90.0,excellent,15,86.33,0.73,1.09,0.9987,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,17,85.0,95.0,excellent,15,86.69,0.72,1.075,0.9974,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,18,90.0,100.0,excellent,14,85.43,0.72,1.043,0.9981,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,19,95.0,105.0,excellent,14,86.47,0.7,1.014,0.9989,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,20,100.0,110.0,excellent,15,88.24,0.71,1.092,0.9992,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,21,105.0,115.0,excellent,14,83.87,0.8,1.231,0.9976,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,22,110.0,120.0,excellent,12,76.39,0.81,1.11,0.9988,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,23,115.0,125.0,excellent,13,76.35,0.81,1.038,0.9994,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,24,120.0,130.0,excellent,13,77.25,0.79,1.039,0.9986,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,25,125.0,135.0,excellent,13,79.3,0.78,1.068,0.9989,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,26,130.0,140.0,excellent,14,80.75,0.76,1.041,0.9984,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,27,135.0,145.0,excellent,13,81.45,0.76,1.056,0.9989,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,28,140.0,150.0,excellent,13,80.63,0.76,1.056,0.9989,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,29,145.0,155.0,excellent,13,78.95,0.78,1.054,0.999,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,30,150.0,160.0,excellent,13,77.59,0.79,1.053,0.9989,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,31,155.0,165.0,excellent,13,78.01,0.79,1.068,0.9991,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,32,160.0,170.0,excellent,13,79.73,0.79,1.068,0.9992,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,33,165.0,175.0,excellent,13,79.65,0.77,1.041,0.9991,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,34,170.0,180.0,excellent,14,79.19,0.77,1.041,0.9994,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,35,175.0,185.0,excellent,13,79.73,0.77,1.041,0.9993,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,36,180.0,190.0,excellent,13,79.47,0.78,1.068,0.9993,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,37,185.0,195.0,excellent,14,80.16,0.77,1.055,0.9988,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,38,190.0,200.0,excellent,13,81.36,0.75,1.056,0.9991,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,39,195.0,205.0,excellent,13,83.04,0.74,1.042,0.9993,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,40,200.0,210.0,excellent,14,82.02,0.76,1.07,0.9992,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,41,205.0,215.0,excellent,14,80.66,0.76,1.041,0.9995,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,42,210.0,220.0,excellent,14,81.17,0.76,1.056,0.9992,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,43,215.0,225.0,excellent,13,82.0,0.75,1.056,0.9984,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,44,220.0,230.0,excellent,13,80.0,0.78,1.099,0.9987,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,45,225.0,235.0,excellent,13,78.52,0.78,1.04,0.9991,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,46,230.0,240.0,excellent,13,79.65,0.77,1.055,0.9992,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,47,235.0,245.0,excellent,13,80.18,0.77,1.055,0.9992,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,48,240.0,250.0,excellent,13,78.77,0.78,1.068,0.999,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,49,245.0,255.0,excellent,13,78.09,0.78,1.04,0.9995,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,50,250.0,260.0,excellent,13,77.5,0.79,1.039,0.9994,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,51,255.0,265.0,excellent,14,82.98,0.81,2.025,0.9992,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,52,260.0,270.0,excellent,17,102.02,0.86,2.15,0.9958,True,True,True,all_pass
S13_20260511_214922_stripped_cleaned.csv,BP-protocol,S13,100,53,265.0,275.0,excellent,16,106.64,0.86,2.15,0.9981,True,True,True,all_pass
S09_p1_20260507_153619.csv,S09-SQA,quoc_p1,100,0,0.0,10.0,unfit,20,117.28,0.82,2.278,0.9935,True,True,False,rr_ratio_high
S09_p1_20260507_153619.csv,S09-SQA,quoc_p1,100,1,5.0,15.0,unfit,21,120.72,0.82,2.278,0.9969,True,True,False,rr_ratio_high
S09_p1_20260507_153619.csv,S09-SQA,quoc_p1,100,2,10.0,20.0,unfit,21,130.15,0.83,2.024,0.0,True,True,True,template_low
S09_p1_20260507_153619.csv,S09-SQA,quoc_p1,100,3,15.0,25.0,unfit,18,105.26,0.84,2.211,0.0,True,True,False,rr_ratio_high
S09_p1_20260507_153619.csv,S09-SQA,quoc_p1,100,4,20.0,30.0,unfit,17,100.21,0.84,2.4,0.9991,True,True,False,rr_ratio_high
S09_p1_20260507_153619.csv,S09-SQA,quoc_p1,100,5,25.0,35.0,unfit,15,89.08,0.81,2.314,0.9987,True,True,False,rr_ratio_high
S09_p1_20260507_153619.csv,S09-SQA,quoc_p1,100,6,30.0,40.0,unfit,14,89.97,0.81,2.25,0.9971,True,True,False,rr_ratio_high
S09_p1_20260507_153619.csv,S09-SQA,quoc_p1,100,7,35.0,45.0,unfit,15,90.32,0.81,2.25,0.9968,True,True,False,rr_ratio_high
S09_p1_20260507_153619.csv,S09-SQA,quoc_p1,100,8,40.0,50.0,unfit,15,86.69,0.8,2.667,0.9984,True,True,False,rr_ratio_high
S09_p1_20260507_153619.csv,S09-SQA,quoc_p1,100,9,45.0,55.0,unfit,14,88.24,0.8,2.667,0.9939,True,True,False,rr_ratio_high
S09_p1_20260507_153619.csv,S09-SQA,quoc_p1,100,10,50.0,60.0,excellent,13,83.04,0.84,2.1,0.999,True,True,True,all_pass
S09_p1_20260507_153619.csv,S09-SQA,quoc_p1,100,11,55.0,65.0,excellent,14,82.8,0.84,2.1,0.9991,True,True,True,all_pass
S09_p1_20260507_153619.csv,S09-SQA,quoc_p1,100,12,60.0,70.0,excellent,14,81.08,0.8,1.212,0.9989,True,True,True,all_pass
S09_p1_20260507_153619.csv,S09-SQA,quoc_p1,100,13,65.0,75.0,excellent,14,84.6,0.75,1.136,0.9919,True,True,True,all_pass
S09_p1_20260507_153619.csv,S09-SQA,quoc_p1,100,14,70.0,80.0,unfit,15,91.7,0.74,2.387,0.9966,True,True,False,rr_ratio_high
S09_p1_20260507_153619.csv,S09-SQA,quoc_p1,100,15,75.0,85.0,unfit,16,92.78,0.77,2.484,0.995,True,True,False,rr_ratio_high
S09_p1_20260507_153619.csv,S09-SQA,quoc_p1,100,16,80.0,90.0,unfit,14,87.05,0.77,2.265,0.9961,True,True,False,rr_ratio_high
S09_p1_20260507_153619.csv,S09-SQA,quoc_p1,100,17,85.0,95.0,unfit,15,88.98,0.77,2.406,0.9968,True,True,False,rr_ratio_high
S09_p1_20260507_153619.csv,S09-SQA,quoc_p1,100,18,90.0,100.0,unfit,16,91.19,0.76,2.375,0.9953,True,True,False,rr_ratio_high
S09_p1_20260507_153619.csv,S09-SQA,quoc_p1,100,19,95.0,105.0,excellent,14,86.09,0.74,1.121,0.9976,True,True,True,all_pass
S09_p1_20260507_153619.csv,S09-SQA,quoc_p1,100,20,100.0,110.0,excellent,14,83.51,0.79,1.197,0.9886,True,True,True,all_pass
S09_p1_20260507_153619.csv,S09-SQA,quoc_p1,100,21,105.0,115.0,excellent,13,79.3,0.8,1.143,0.9962,True,True,True,all_pass
S09_p1_20260507_153619.csv,S09-SQA,quoc_p1,100,22,110.0,120.0,excellent,13,80.54,0.81,1.174,0.9968,True,True,True,all_pass
S09_p1_20260507_153619.csv,S09-SQA,quoc_p1,100,23,115.0,125.0,excellent,14,80.5,0.81,1.246,0.9932,True,True,True,all_pass
quoc_p2_20260507_153908.csv,S09-SQA,quoc_p2,100,0,0.0,10.0,unfit,14,82.54,0.88,2.256,0.9935,True,True,False,rr_ratio_high
quoc_p2_20260507_153908.csv,S09-SQA,quoc_p2,100,1,5.0,15.0,unfit,14,88.24,0.77,2.567,0.9918,True,True,False,rr_ratio_high
quoc_p2_20260507_153908.csv,S09-SQA,quoc_p2,100,2,10.0,20.0,unfit,14,85.43,0.97,3.233,0.9958,True,True,False,rr_ratio_high
quoc_p2_20260507_153908.csv,S09-SQA,quoc_p2,100,3,15.0,25.0,excellent,12,69.69,0.97,1.386,0.9915,True,True,True,all_pass
quoc_p2_20260507_153908.csv,S09-SQA,quoc_p2,100,4,20.0,30.0,excellent,13,74.38,0.95,1.301,0.9896,True,True,True,all_pass
quoc_p2_20260507_153908.csv,S09-SQA,quoc_p2,100,5,25.0,35.0,excellent,13,80.54,0.77,1.069,0.9967,True,True,True,all_pass
quoc_p2_20260507_153908.csv,S09-SQA,quoc_p2,100,6,30.0,40.0,excellent,13,81.17,0.81,1.191,0.997,True,True,True,all_pass
quoc_p2_20260507_153908.csv,S09-SQA,quoc_p2,100,7,35.0,45.0,excellent,13,78.43,0.81,1.191,0.9981,True,True,True,all_pass
quoc_p2_20260507_153908.csv,S09-SQA,quoc_p2,100,8,40.0,50.0,excellent,14,81.93,0.81,1.227,0.9897,True,True,True,all_pass
quoc_p2_20260507_153908.csv,S09-SQA,quoc_p2,100,9,45.0,55.0,excellent,14,84.32,0.76,1.152,0.9883,True,True,True,all_pass
quoc_p2_20260507_153908.csv,S09-SQA,quoc_p2,100,10,50.0,60.0,unfit,15,89.74,0.76,2.303,0.9957,True,True,False,rr_ratio_high
quoc_p2_20260507_153908.csv,S09-SQA,quoc_p2,100,11,55.0,65.0,unfit,14,87.25,0.75,2.273,0.9922,True,True,False,rr_ratio_high
quoc_p2_20260507_153908.csv,S09-SQA,quoc_p2,100,12,60.0,70.0,unfit,15,91.11,0.76,2.533,0.9954,True,True,False,rr_ratio_high
quoc_p2_20260507_153908.csv,S09-SQA,quoc_p2,100,13,65.0,75.0,unfit,15,90.32,0.76,2.533,0.9869,True,True,False,rr_ratio_high
quoc_p2_20260507_153908.csv,S09-SQA,quoc_p2,100,14,70.0,80.0,excellent,14,87.05,0.74,1.175,0.9946,True,True,True,all_pass
quoc_p2_20260507_153908.csv,S09-SQA,quoc_p2,100,15,75.0,85.0,unfit,16,99.78,0.78,2.6,0.9934,True,True,False,rr_ratio_high
quoc_p2_20260507_153908.csv,S09-SQA,quoc_p2,100,16,80.0,90.0,unfit,15,93.75,0.79,2.633,0.9972,True,True,False,rr_ratio_high
quoc_p2_20260507_153908.csv,S09-SQA,quoc_p2,100,17,85.0,95.0,excellent,12,73.99,0.9,1.216,0.9919,True,True,True,all_pass
quoc_p2_20260507_153908.csv,S09-SQA,quoc_p2,100,18,90.0,100.0,unfit,13,78.69,0.9,2.368,0.9983,True,True,False,rr_ratio_high
quoc_p2_20260507_153908.csv,S09-SQA,quoc_p2,100,19,95.0,105.0,unfit,14,80.16,0.91,2.395,0.9965,True,True,False,rr_ratio_high
quoc_p2_20260507_153908.csv,S09-SQA,quoc_p2,100,20,100.0,110.0,unfit,13,79.38,0.92,2.486,0.9943,True,True,False,rr_ratio_high
quoc_p2_20260507_153908.csv,S09-SQA,quoc_p2,100,21,105.0,115.0,unfit,13,80.99,0.92,2.486,0.993,True,True,False,rr_ratio_high
quoc_p2_20260507_153908.csv,S09-SQA,quoc_p2,100,22,110.0,120.0,unfit,15,90.61,0.86,2.867,0.986,True,True,False,rr_ratio_high
quoc_p3_20260507_154150.csv,S09-SQA,quoc_p3,100,0,0.0,10.0,unfit,19,120.0,0.84,2.71,0.4697,True,True,False,rr_ratio_high
quoc_p3_20260507_154150.csv,S09-SQA,quoc_p3,100,1,5.0,15.0,unfit,17,98.97,1.03,3.433,0.1001,True,True,False,rr_ratio_high
quoc_p3_20260507_154150.csv,S09-SQA,quoc_p3,100,2,10.0,20.0,unfit,19,118.42,0.77,2.567,0.6223,True,True,False,rr_ratio_high
quoc_p3_20260507_154150.csv,S09-SQA,quoc_p3,100,3,15.0,25.0,unfit,18,113.21,0.88,2.933,0.8062,True,True,False,rr_ratio_high
quoc_p3_20260507_154150.csv,S09-SQA,quoc_p3,100,4,20.0,30.0,unfit,17,98.87,0.95,2.969,0.813,True,True,False,rr_ratio_high
quoc_p3_20260507_154150.csv,S09-SQA,quoc_p3,100,5,25.0,35.0,unfit,19,111.8,0.95,3.065,0.6963,True,True,False,rr_ratio_high
quoc_p3_20260507_154150.csv,S09-SQA,quoc_p3,100,6,30.0,40.0,unfit,17,99.07,0.75,2.419,0.9545,True,True,False,rr_ratio_high
quoc_p3_20260507_154150.csv,S09-SQA,quoc_p3,100,7,35.0,45.0,unfit,15,87.32,0.96,2.462,0.9808,True,True,False,rr_ratio_high
quoc_p3_20260507_154150.csv,S09-SQA,quoc_p3,100,8,40.0,50.0,excellent,15,90.13,0.72,1.143,0.9762,True,True,True,all_pass
quoc_p3_20260507_154150.csv,S09-SQA,quoc_p3,100,9,45.0,55.0,unfit,16,96.77,0.83,2.677,0.9515,True,True,False,rr_ratio_high
quoc_p3_20260507_154150.csv,S09-SQA,quoc_p3,100,10,50.0,60.0,unfit,17,102.35,0.83,2.677,0.9557,True,True,False,rr_ratio_high
quoc_p3_20260507_154150.csv,S09-SQA,quoc_p3,100,11,55.0,65.0,unfit,16,94.14,0.78,2.438,0.9652,True,True,False,rr_ratio_high
quoc_p3_20260507_154150.csv,S09-SQA,quoc_p3,100,12,60.0,70.0,unfit,16,96.26,0.85,2.5,0.8397,True,True,False,rr_ratio_high
quoc_p3_20260507_154150.csv,S09-SQA,quoc_p3,100,13,65.0,75.0,unfit,15,92.92,0.92,2.706,0.9815,True,True,False,rr_ratio_high
quoc_p3_20260507_154150.csv,S09-SQA,quoc_p3,100,14,70.0,80.0,unfit,17,102.78,0.92,3.067,0.9168,True,True,False,rr_ratio_high
quoc_p3_20260507_154150.csv,S09-SQA,quoc_p3,100,15,75.0,85.0,unfit,19,112.97,0.8,2.667,0.6636,True,True,False,rr_ratio_high
quoc_p3_20260507_154150.csv,S09-SQA,quoc_p3,100,16,80.0,90.0,unfit,17,101.8,0.8,2.424,0.9677,True,True,False,rr_ratio_high
quoc_p3_20260507_154150.csv,S09-SQA,quoc_p3,100,17,85.0,95.0,unfit,15,98.25,0.79,2.394,0.9768,True,True,False,rr_ratio_high
quoc_p3_20260507_154150.csv,S09-SQA,quoc_p3,100,18,90.0,100.0,unfit,18,104.62,0.92,2.629,0.6739,True,True,False,rr_ratio_high
quoc_p3_20260507_154150.csv,S09-SQA,quoc_p3,100,19,95.0,105.0,unfit,18,103.87,1.08,3.086,0.5165,True,True,False,rr_ratio_high
quoc_p3_20260507_154150.csv,S09-SQA,quoc_p3,100,20,100.0,110.0,unfit,15,91.21,1.08,3.6,0.9529,True,True,False,rr_ratio_high
quoc_p3_20260507_154150.csv,S09-SQA,quoc_p3,100,21,105.0,115.0,unfit,15,86.69,0.85,2.237,0.9805,True,True,False,rr_ratio_high
quoc_p3_20260507_154150.csv,S09-SQA,quoc_p3,100,22,110.0,120.0,unfit,16,96.98,0.78,2.438,0.9775,True,True,False,rr_ratio_high
quoc_p4_20260507_154457.csv,S09-SQA,quoc_p4,100,0,0.0,10.0,unfit,13,81.45,0.88,2.514,0.989,True,True,False,rr_ratio_high
quoc_p4_20260507_154457.csv,S09-SQA,quoc_p4,100,1,5.0,15.0,unfit,15,91.4,0.86,2.867,0.9761,True,True,False,rr_ratio_high
quoc_p4_20260507_154457.csv,S09-SQA,quoc_p4,100,2,10.0,20.0,unfit,18,108.63,0.83,2.767,0.9677,True,True,False,rr_ratio_high
quoc_p4_20260507_154457.csv,S09-SQA,quoc_p4,100,3,15.0,25.0,unfit,16,95.64,0.87,2.9,0.946,True,True,False,rr_ratio_high
quoc_p4_20260507_154457.csv,S09-SQA,quoc_p4,100,4,20.0,30.0,unfit,16,96.67,0.87,2.806,0.9837,True,True,False,rr_ratio_high
quoc_p4_20260507_154457.csv,S09-SQA,quoc_p4,100,5,25.0,35.0,unfit,21,128.76,0.76,2.452,0.9344,True,True,False,rr_ratio_high
quoc_p4_20260507_154457.csv,S09-SQA,quoc_p4,100,6,30.0,40.0,unfit,21,131.87,0.74,2.312,0.7881,True,True,False,rr_ratio_high
quoc_p4_20260507_154457.csv,S09-SQA,quoc_p4,100,7,35.0,45.0,unfit,18,111.35,0.75,2.344,0.9346,True,True,False,rr_ratio_high
quoc_p4_20260507_154457.csv,S09-SQA,quoc_p4,100,8,40.0,50.0,unfit,17,103.11,0.8,2.667,0.9756,True,True,False,rr_ratio_high
quoc_p4_20260507_154457.csv,S09-SQA,quoc_p4,100,9,45.0,55.0,unfit,17,99.79,0.82,2.733,0.9069,True,True,False,rr_ratio_high
quoc_p4_20260507_154457.csv,S09-SQA,quoc_p4,100,10,50.0,60.0,unfit,15,88.05,0.8,2.5,0.9962,True,True,False,rr_ratio_high
quoc_p4_20260507_154457.csv,S09-SQA,quoc_p4,100,11,55.0,65.0,excellent,14,85.71,0.78,1.95,0.9969,True,True,True,all_pass
quoc_p4_20260507_154457.csv,S09-SQA,quoc_p4,100,12,60.0,70.0,unfit,15,93.23,0.76,2.375,0.9936,True,True,False,rr_ratio_high
quoc_p4_20260507_154457.csv,S09-SQA,quoc_p4,100,13,65.0,75.0,unfit,15,91.21,0.87,2.289,0.9892,True,True,False,rr_ratio_high
quoc_p4_20260507_154457.csv,S09-SQA,quoc_p4,100,14,70.0,80.0,unfit,18,106.03,0.87,2.417,0.9676,True,True,False,rr_ratio_high
quoc_p4_20260507_154457.csv,S09-SQA,quoc_p4,100,15,75.0,85.0,unfit,19,109.53,0.79,2.257,0.9511,True,True,False,rr_ratio_high
